Subject 32139: V: 100 | C: 98.39 | Overall score: 99.19 
Subject 10599: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 11924: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 11955: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 12010: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 13337: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 15444: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 15499: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 16517: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 16984: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 18977: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 19645: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 20749: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 20875: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 21119: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 21221: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 21482: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 21550: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 21855: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 24479: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 27516: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 27950: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 28051: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 28053: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 30898: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 31436: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 31722: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 32767: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 3690: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 5468: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 6879: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 7257: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 8053: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 8080: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 8241: V: 20 | C: 4.86 | Overall score: 12.43 

Subject 12527: V: 20 | C: 4.81 | Overall score: 12.40 

Subject 15591: V: 20 | C: 4.75 | Overall score: 12.38 

Subject 20348: V: 20 | C: 4.75 | Overall score: 12.38 

Subject 25296: V: 20 | C: 4.75 | Overall score: 12.38 

Subject 15536: V: 20 | C: 4.63 | Overall score: 12.31 

Subject 21923: V: 20 | C: 4.63 | Overall score: 12.31 

Subject 28420: V: 20 | C: 4.63 | Overall score: 12.31 

Subject 7903: V: 20 | C: 4.63 | Overall score: 12.31 

Subject 11084: V: 20 | C: 4.51 | Overall score: 12.25 

Subject 12106: V: 20 | C: 4.51 | Overall score: 12.25 

Subject 13770: V: 20 | C: 4.51 | Overall score: 12.25 

Subject 2443: V: 20 | C: 4.51 | Overall score: 12.25 

Subject 26204: V: 20 | C: 4.51 | Overall score: 12.25 

Subject 3611: V: 20 | C: 4.51 | Overall score: 12.25 

Subject 4858: V: 20 | C: 4.51 | Overall score: 12.25 

Subject 7794: V: 20 | C: 4.51 | Overall score: 12.25 

Subject 966: V: 20 | C: 4.51 | Overall score: 12.25 

Subject 24830: V: 20 | C: 4.4 | Overall score: 12.20 

Subject 2527: V: 20 | C: 4.4 | Overall score: 12.20 

Subject 13312: V: 20 | C: 4.28 | Overall score: 12.14 

Subject 10225: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 10406: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 11365: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 12195: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 1225: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 12317: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 1248: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 13568: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 14011: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 14045: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 14704: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 16226: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 16461: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 16566: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 1666: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 16925: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 17768: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 18858: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 19281: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 19758: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 20092: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 20771: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 21644: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 21899: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 22647: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 23376: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 23527: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 23625: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 24318: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 24472: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 25459: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 25598: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 25850: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 25896: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 25897: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 25947: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 26113: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 2612: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 26202: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 26526: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 26591: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 2789: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 27990: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 28602: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 29047: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 30415: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 30916: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 31538: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 32454: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 3374: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 3443: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 3505: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 3801: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 4065: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 4519: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 6130: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 6207: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 6517: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 6792: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 7122: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 8487: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 9506: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 9926: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 996: V: 20 | C: 4.17 | Overall score: 12.09 

Subject 10788: V: 20 | C: 4.05 | Overall score: 12.03 

Subject 16501: V: 20 | C: 4.05 | Overall score: 12.03 

Subject 24012: V: 20 | C: 4.05 | Overall score: 12.03 

Subject 6848: V: 20 | C: 4.05 | Overall score: 12.03 

Subject 20483: V: 20 | C: 3.94 | Overall score: 11.97 

Subject 6936: V: 20 | C: 3.94 | Overall score: 11.97 

Subject 7598: V: 20 | C: 3.94 | Overall score: 11.97 

Subject 10944: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 11400: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 11655: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 11888: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 13400: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 15384: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 16456: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 18210: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 19014: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 193: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 20391: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 23586: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 24113: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 2430: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 24363: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 24505: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 24878: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 26251: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 2838: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 30545: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 30686: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 31846: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 9285: V: 20 | C: 3.82 | Overall score: 11.91 

Subject 16495: V: 20 | C: 3.7 | Overall score: 11.85 

Subject 20810: V: 20 | C: 3.7 | Overall score: 11.85 

Subject 11434: V: 20 | C: 3.59 | Overall score: 11.79 

Subject 16101: V: 20 | C: 3.59 | Overall score: 11.79 

Subject 19871: V: 20 | C: 3.59 | Overall score: 11.79 

Subject 19909: V: 20 | C: 3.59 | Overall score: 11.79 

Subject 9109: V: 20 | C: 3.59 | Overall score: 11.79 

Subject 10454: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 10598: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 11129: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 11847: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 13147: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 14200: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 15478: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 15901: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 16090: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 16706: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 16885: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 17023: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 1703: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 17448: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 19480: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 19838: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 19963: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 20572: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 2137: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 22061: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 23484: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 2485: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 2499: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 25288: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 25371: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 25718: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 26907: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 27936: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 28366: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 30634: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 31283: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 31771: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 3255: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 3293: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 3355: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 3412: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 4204: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 4310: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 4654: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 4773: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 6136: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 6227: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 6245: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 6406: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 6948: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 6985: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 7: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 8510: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 8737: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 9848: V: 20 | C: 3.47 | Overall score: 11.73 

Subject 31314: V: 20 | C: 3.36 | Overall score: 11.68 

Subject 14632: V: 20 | C: 3.24 | Overall score: 11.62 

Subject 24081: V: 20 | C: 3.24 | Overall score: 11.62 

Subject 54: V: 20 | C: 3.24 | Overall score: 11.62 

Subject 11407: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 12649: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 12750: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 13387: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 1345: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 13609: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 14794: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 15088: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 16206: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 16692: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 16898: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 17854: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 18732: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 24304: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 24425: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 24764: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 26614: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 26988: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 27828: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 2839: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 28411: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 28662: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 28854: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 30649: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 3452: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 3610: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 3782: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 7114: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 7986: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 8530: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 8809: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 9458: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 9695: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 9884: V: 20 | C: 3.12 | Overall score: 11.56 

Subject 12266: V: 20 | C: 3.01 | Overall score: 11.50 

Subject 18843: V: 20 | C: 3.01 | Overall score: 11.50 

Subject 3857: V: 20 | C: 3.01 | Overall score: 11.50 

Subject 4227: V: 20 | C: 3.01 | Overall score: 11.50 

Subject 5539: V: 20 | C: 3.01 | Overall score: 11.50 

Subject 17597: V: 20 | C: 2.89 | Overall score: 11.45 

Subject 10002: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 10161: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 10175: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 10735: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 11296: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 11361: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 11501: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 11769: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 11873: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 11960: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 12046: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 12107: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 12616: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 12638: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 12926: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 12973: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 13047: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 13075: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 13204: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 13371: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 13390: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 13513: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 13525: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 1352: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 1424: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 14341: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 14675: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 15099: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 15188: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 15699: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 15742: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 15813: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 15833: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 16057: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 1612: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 16204: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 16520: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 16959: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 17117: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 17154: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 17256: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 18034: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 18079: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 18157: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 18189: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 18311: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 18330: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 18661: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 1904: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 19318: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 19643: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 19652: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 20430: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 20438: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 20454: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 20467: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 20623: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 20935: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 21214: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 21368: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 21430: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 22374: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 22404: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 22410: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 2255: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 22768: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 22985: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 2303: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 23168: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 23208: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 23909: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 23911: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 23939: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 24059: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 24192: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 24246: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 24433: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 24522: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 24673: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 24944: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 25096: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 25401: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 25543: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 25626: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 25758: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 2584: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 25910: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 26232: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 26253: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 27010: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 27330: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 27683: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 27761: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 27848: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 27: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 28408: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 28988: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 29064: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 29582: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 2959: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 29748: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 29973: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 30309: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 30769: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 3079: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 30806: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 30834: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 31102: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 31356: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 31386: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 3162: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 31740: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 31753: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 3230: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 32524: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 32764: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 32776: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 3797: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 4756: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 5172: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 5776: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 5798: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 6164: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 6225: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 6264: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 6882: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 6900: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 7312: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 737: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 7437: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 7465: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 7501: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 7627: V: 20 | C: 2.78 | Overall score: 11.39 

Subject 7719: V: 20 | C: 2.78 | Overall score: 11.39 
